    INT     ,     FLOAT      ,    FLOAT     ,    FLOAT     ,       FLOAT       ,       FLOAT       ,     FLOAT     ,     FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       INT       ,     INT      ,    FLOAT     ,     FLOAT      ,    FLOAT     ,      FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       FLOAT        ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       INT       ,     INT      ,    FLOAT     ,     FLOAT      ,    FLOAT     ,      FLOAT      ,    FLOAT     ,    FLOAT     ,    FLOAT     ,    FLOAT     ,       FLOAT        ,    FLOAT     ,   INT    , BOOL ,    BOOL     ,     INT      ,     BOOL     , BOOL ,     FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT      , BOOL ,     FLOAT     ,    FLOAT     ,      FLOAT       ,     FLOAT      ,     FLOAT      ,    FLOAT     ,    FLOAT     ,     FLOAT      ,     FLOAT      ,     FLOAT      ,     FLOAT      ,      BOOL       ,      BOOL       
         136,  3.82120503e+02,  1.000000e+00,  2.083652e+00,       4.242294e+48,       3.261796e+47,   0.000000e+00,   0.000000e+00,  8.817935e+01,  0.000000e+00,  2.548217e+01,          -nan,  4.197911e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945767e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111193e+00,     2.111193e+00,  1.999777e+01,  4.242294e+49,  4.242294e+48,  2.009430e+48,        2.009430e+48,  2.121383e+47,  3.000000e+00,  2.540318e+00,  4.596819e-01,  4.255453e+01,  1.487839e-02,                3,            10,  1.000000e-01,    2.083652e+00,  8.228972e-01,     8.228972e-01,  1.523220e+00,  6.796446e+48,  3.261796e+47,  8.259168e+47,        8.259168e+47,  4.461893e+47,         4,1,0,             1,0,0,   7.116608e-01,  5.610958e+03,    4.23054575e-11,  4.71227472e+01,  1.40516376e+04,1,   5.512625e+02,  4.291847e+03,    8.01360857e-09,  9.74599856e-03,  5.44205358e+01, -9.175477e-02,  3.437164e+00,  0.00000000e+00,  0.00000000e+00,  5.47680149e+10,  1.06407112e+06,1,0
         139,  4.78545142e+02,  1.000000e+00,  1.169356e+02,       4.234670e+48,       2.142181e+44,   0.000000e+00,   0.000000e+00,  1.978576e+03,  0.000000e+00,  5.717711e+02,          -nan,  9.419309e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961873e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105180e+00,     2.105180e+00,  1.997380e+01,  4.234670e+49,  4.234670e+48,  2.011548e+48,        2.011548e+48,  2.120112e+47,  3.000000e+00,  2.079530e+00,  9.204702e-01,  9.451529e+02,  8.949159e-03,                6,            11,  1.000000e-01,    1.169356e+02,  2.576069e+00,     2.576069e+00,  1.927785e-01,  2.504971e+47,  2.142181e+44,  9.724006e+45,        9.724006e+45,  1.299404e+47,         4,1,0,             1,0,0,   7.153583e-01,  5.613181e+03,    4.24197570e-11,  4.67949377e+01,  1.39790095e+04,1,   5.082385e+04,  2.821912e+03,    8.38807857e-07,  3.89617081e-06,  5.90273998e-01,  1.488216e-01,  3.436100e+00,  0.00000000e+00,  0.00000000e+00,  5.35354235e+10,  1.33398046e+06,1,0
         144,  3.81284110e+02,  1.000000e+00,  1.930986e+00,       4.242360e+48,       6.174993e+47,   0.000000e+00,   0.000000e+00,  5.080183e+01,  0.000000e+00,  1.468077e+01,          -nan,  2.418498e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945628e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111245e+00,     2.111245e+00,  1.999798e+01,  4.242360e+49,  4.242360e+48,  2.009411e+48,        2.009411e+48,  2.121394e+47,  3.000000e+00,  2.552438e+00,  4.475621e-01,  2.437133e+01,  1.508462e-02,                3,            10,  1.000000e-01,    1.930986e+00,  8.278666e-01,     8.278666e-01,  2.208719e+00,  1.192382e+49,  6.174993e+47,  1.440307e+48,        1.440307e+48,  5.398524e+47,         4,1,0,             1,0,0,   7.116291e-01,  5.610939e+03,    4.23044687e-11,  4.71255841e+01,  1.40522646e+04,1,   2.395709e+02,  4.604648e+03,    3.47318841e-09,  3.93445260e-02,  1.25223890e+02, -9.780242e-02,  3.440378e+00,  0.00000000e+00,  0.00000000e+00,  5.47690973e+10,  2.13462632e+06,1,0
         145,  4.76285315e+02,  1.000000e+00,  4.313590e-01,       4.234849e+48,       4.363506e+47,   0.000000e+00,   0.000000e+00,  2.915217e+02,  0.000000e+00,  8.424429e+01,          -nan,  1.387833e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961495e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105321e+00,     2.105321e+00,  1.997437e+01,  4.234849e+49,  4.234849e+48,  2.011498e+48,        2.011498e+48,  2.120142e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  1.408671e+02,  3.129490e-01,                5,             8,  1.000000e-01,    4.313590e-01,  8.416373e-01,     8.416373e-01,  6.857835e-01,  1.882237e+48,  4.363506e+47,  2.236399e+47,        2.236399e+47,  2.744652e+47,         4,1,0,             1,0,0,   7.152708e-01,  5.613128e+03,    4.24170712e-11,  4.68026375e+01,  1.39807195e+04,1,   3.361336e+03,  3.706814e+03,    4.82640225e-08,  4.42654975e-04,  8.92502267e+00,  1.466854e-02,  3.436152e+00,  0.00000000e+00,  0.00000000e+00,  5.46316168e+10,  6.69245167e+05,1,0
         146,  4.78630142e+02,  1.000000e+00,  1.169356e+02,       4.234663e+48,       1.981714e+44,   0.000000e+00,   0.000000e+00,  2.113201e+03,  0.000000e+00,  6.106754e+02,          -nan,  1.006021e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961887e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105174e+00,     2.105174e+00,  1.997378e+01,  4.234663e+49,  4.234663e+48,  2.011550e+48,        2.011550e+48,  2.120111e+47,  3.000000e+00,  2.053273e+00,  9.467271e-01,  1.008785e+03,  8.655591e-03,                6,            11,  1.000000e-01,    1.169356e+02,  3.499236e+00,     3.499236e+00,  1.845841e-01,  2.317328e+47,  1.981714e+44,  6.622384e+45,        6.622384e+45,  1.255433e+47,         4,1,0,             1,0,0,   7.153616e-01,  5.613183e+03,    4.24198580e-11,  4.67946481e+01,  1.39789452e+04,1,   5.573710e+04,  2.795209e+03,    9.24926880e-07,  3.28659451e-06,  5.38241138e-01,  1.639384e-01,  3.436100e+00,  0.00000000e+00,  0.00000000e+00,  5.35352892e+10,  1.27416551e+06,1,0
         147,  4.77045142e+02,  1.000000e+00,  8.663384e-01,       4.234789e+48,       1.009839e+47,   0.000000e+00,   0.000000e+00,  6.299201e+02,  0.000000e+00,  1.820350e+02,          -nan,  2.998830e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961622e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105273e+00,     2.105273e+00,  1.997418e+01,  4.234789e+49,  4.234789e+48,  2.011515e+48,        2.011515e+48,  2.120132e+47,  3.000000e+00,  2.304501e+00,  6.954989e-01,  2.999004e+02,  1.155094e-02,                6,            11,  1.000000e-01,    8.663384e-01,  9.627382e-01,     9.627382e-01,  4.143894e-01,  8.748620e+47,  1.009839e+47,  9.087226e+46,        9.087226e+46,  2.111207e+47,         4,1,0,             1,0,0,   7.153002e-01,  5.613146e+03,    4.24179742e-11,  4.68000487e+01,  1.39801446e+04,1,   9.903362e+03,  3.328394e+03,    1.49925277e-07,  6.98328529e-05,  3.02927426e+00,  2.720667e-02,  3.436108e+00,  0.00000000e+00,  0.00000000e+00,  5.35377878e+10,  1.63294225e+06,1,0
         148,  4.79345142e+02,  1.000000e+00,  1.169356e+02,       4.234607e+48,       7.911488e+43,   0.000000e+00,   0.000000e+00,  4.306521e+03,  0.000000e+00,  1.244503e+03,          -nan,  2.050184e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.962007e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105130e+00,     2.105130e+00,  1.997361e+01,  4.234607e+49,  4.234607e+48,  2.011566e+48,        2.011566e+48,  2.120101e+47,  3.000000e+00,  1.669560e+00,  1.330440e+00,  2.054646e+03,  3.736353e-03,                6,            11,  1.000000e-01,    1.169356e+02,  3.762131e+14,     3.762131e+14,  1.148776e-01,  9.251342e+46,  7.911488e+43,  2.459069e+31,        2.459069e+31,  8.053216e+46,         4,1,0,             1,0,0,   7.153892e-01,  5.613200e+03,    4.24207078e-11,  4.67922118e+01,  1.39784041e+04,1,   1.533968e+05,  2.522686e+03,    2.68852908e-06,  4.76750783e-07,  1.95571257e-01,  4.221985e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35341596e+10,  7.77753125e+05,1,0
         153,  3.82065363e+02,  1.000000e+00,  2.100982e+00,       4.242298e+48,       3.406338e+47,   0.000000e+00,   0.000000e+00,  8.381130e+01,  0.000000e+00,  2.421989e+01,          -nan,  3.989964e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945758e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111197e+00,     2.111197e+00,  1.999778e+01,  4.242298e+49,  4.242298e+48,  2.009428e+48,        2.009428e+48,  2.121384e+47,  3.000000e+00,  2.541117e+00,  4.588829e-01,  4.042539e+01,  1.489183e-02,                3,            10,  1.000000e-01,    2.100982e+00,  8.222569e-01,     8.222569e-01,  1.576245e+00,  7.156654e+48,  3.406338e+47,  8.703672e+47,        8.703672e+47,  4.540317e+47,         4,1,0,             1,0,0,   7.116587e-01,  5.610957e+03,    4.23053923e-11,  4.71229342e+01,  1.40516790e+04,1,   5.110416e+02,  4.320803e+03,    7.41977535e-09,  1.10702318e-02,  5.87036398e+01, -9.215341e-02,  3.437309e+00,  0.00000000e+00,  0.00000000e+00,  5.47680864e+10,  1.13334142e+06,1,0
         154,  4.78740142e+02,  1.000000e+00,  1.169356e+02,       4.234655e+48,       1.779488e+44,   0.000000e+00,   0.000000e+00,  2.308863e+03,  0.000000e+00,  6.672180e+02,          -nan,  1.099169e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961906e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105168e+00,     2.105168e+00,  1.997376e+01,  4.234655e+49,  4.234655e+48,  2.011552e+48,        2.011552e+48,  2.120109e+47,  3.000000e+00,  2.015373e+00,  9.846274e-01,  1.102690e+03,  8.231056e-03,                6,            11,  1.000000e-01,    1.169356e+02,  6.630564e+00,     6.630564e+00,  1.739500e-01,  2.080854e+47,  1.779488e+44,  3.138277e+45,        3.138277e+45,  1.196237e+47,         4,1,0,             1,0,0,   7.153658e-01,  5.613186e+03,    4.24199887e-11,  4.67942733e+01,  1.39788619e+04,1,   6.322875e+04,  2.759177e+03,    1.05703481e-06,  2.60153675e-06,  4.74467682e-01,  1.861957e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35351156e+10,  1.19694442e+06,1,0
         156,  4.76441839e+02,  1.000000e+00,  4.776489e-01,       4.234836e+48,       2.975692e+47,   0.000000e+00,   0.000000e+00,  3.863502e+02,  0.000000e+00,  1.116479e+02,          -nan,  1.839279e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961521e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105311e+00,     2.105311e+00,  1.997433e+01,  4.234836e+49,  4.234836e+48,  2.011502e+48,        2.011502e+48,  2.120140e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  1.865464e+02,  3.507174e-01,                5,             8,  1.000000e-01,    4.776489e-01,  8.735302e-01,     8.735302e-01,  5.686810e-01,  1.421336e+48,  2.975692e+47,  1.627118e+47,        1.627118e+47,  2.499356e+47,         4,1,0,             1,0,0,   7.152768e-01,  5.613132e+03,    4.24172572e-11,  4.68021042e+01,  1.39806011e+04,1,   5.034895e+03,  3.563540e+03,    7.35512027e-08,  2.23156404e-04,  5.95841629e+00,  1.466854e-02,  3.436126e+00,  0.00000000e+00,  0.00000000e+00,  5.46313650e+10,  4.80599817e+05,1,0
         158,  3.81352178e+02,  1.000000e+00,  1.988894e+00,       4.242355e+48,       5.796567e+47,   0.000000e+00,   0.000000e+00,  5.218919e+01,  0.000000e+00,  1.508169e+01,          -nan,  2.484545e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945639e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111241e+00,     2.111241e+00,  1.999796e+01,  4.242355e+49,  4.242355e+48,  2.009413e+48,        2.009413e+48,  2.121393e+47,  3.000000e+00,  2.551452e+00,  4.485484e-01,  2.519675e+01,  1.506765e-02,                3,            10,  1.000000e-01,    1.988894e+00,  8.287204e-01,     8.287204e-01,  2.160215e+00,  1.152875e+49,  5.796567e+47,  1.391151e+48,        1.391151e+48,  5.336855e+47,         4,1,0,             1,0,0,   7.116317e-01,  5.610940e+03,    4.23045491e-11,  4.71253532e+01,  1.40522136e+04,1,   2.519816e+02,  4.586142e+03,    3.65112051e-09,  3.61673289e-02,  1.19056300e+02, -9.731018e-02,  3.440034e+00,  0.00000000e+00,  0.00000000e+00,  5.47690094e+10,  2.04611728e+06,1,0
         162,  4.76473681e+02,  1.000000e+00,  4.962361e-01,       4.234834e+48,       2.669130e+47,   0.000000e+00,   0.000000e+00,  4.135266e+02,  0.000000e+00,  1.195014e+02,          -nan,  1.968656e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961526e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105309e+00,     2.105309e+00,  1.997432e+01,  4.234834e+49,  4.234834e+48,  2.011502e+48,        2.011502e+48,  2.120139e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  2.001823e+02,  3.533910e-01,                5,             8,  1.000000e-01,    4.962361e-01,  8.848841e-01,     8.848841e-01,  5.425538e-01,  1.324519e+48,  2.669130e+47,  1.496827e+47,        1.496827e+47,  2.441267e+47,         4,1,0,             1,0,0,   7.152781e-01,  5.613132e+03,    4.24172951e-11,  4.68019957e+01,  1.39805770e+04,1,   5.570062e+03,  3.528009e+03,    8.17613408e-08,  1.87975356e-04,  5.38593640e+00,  1.466854e-02,  3.436122e+00,  0.00000000e+00,  0.00000000e+00,  5.46313136e+10,  4.42477047e+05,1,0
         164,  4.76895142e+02,  1.000000e+00,  7.190893e-01,       4.234800e+48,       1.332305e+47,   0.000000e+00,   0.000000e+00,  5.760154e+02,  0.000000e+00,  1.664576e+02,          -nan,  2.742208e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961597e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105283e+00,     2.105283e+00,  1.997422e+01,  4.234800e+49,  4.234800e+48,  2.011512e+48,        2.011512e+48,  2.120134e+47,  3.000000e+00,  2.312602e+00,  6.873980e-01,  2.748235e+02,  1.165085e-02,                6,            11,  1.000000e-01,    7.190893e-01,  9.430142e-01,     9.430142e-01,  4.392287e-01,  9.580465e+47,  1.332305e+47,  1.015941e+47,        1.015941e+47,  2.181202e+47,         4,1,0,             1,0,0,   7.152944e-01,  5.613142e+03,    4.24177960e-11,  4.68005597e+01,  1.39802581e+04,1,   8.749618e+03,  3.370915e+03,    1.31519526e-07,  8.65566424e-05,  3.42872109e+00,  2.302782e-02,  3.436110e+00,  0.00000000e+00,  0.00000000e+00,  5.35380238e+10,  1.80642775e+06,1,0
         166,  4.76360048e+02,  1.000000e+00,  4.489355e-01,       4.234843e+48,       3.708875e+47,   0.000000e+00,   0.000000e+00,  3.337792e+02,  0.000000e+00,  9.645590e+01,          -nan,  1.589006e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961507e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105316e+00,     2.105316e+00,  1.997435e+01,  4.234843e+49,  4.234843e+48,  2.011500e+48,        2.011500e+48,  2.120141e+47,  3.000000e+00,  2.328864e+00,  6.711357e-01,  1.592420e+02,  3.287241e-01,                5,             8,  1.000000e-01,    4.489355e-01,  8.525262e-01,     8.525262e-01,  6.319580e-01,  1.665046e+48,  3.708875e+47,  1.953073e+47,        1.953073e+47,  2.634741e+47,         4,1,0,             1,0,0,   7.152737e-01,  5.613130e+03,    4.24171600e-11,  4.68023828e+01,  1.39806630e+04,1,   4.011287e+03,  3.643927e+03,    5.80090610e-08,  3.28129516e-04,  7.47889594e+00,  1.466854e-02,  3.436138e+00,  0.00000000e+00,  0.00000000e+00,  5.46314965e+10,  5.78929556e+05,1,0
         170,  3.80267440e+02,  1.000000e+00,  1.210304e+00,       4.242440e+48,       1.446462e+48,   0.000000e+00,   0.000000e+00,  3.492085e+01,  0.000000e+00,  1.009147e+01,          -nan,  1.662460e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945458e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111309e+00,     2.111309e+00,  1.999823e+01,  4.242440e+49,  4.242440e+48,  2.009389e+48,        2.009389e+48,  2.121408e+47,  3.000000e+00,  2.567170e+00,  4.328300e-01,  1.669523e+01,  1.534238e-02,                3,            10,  1.000000e-01,    1.210304e+00,  7.632746e-01,     7.632746e-01,  2.842268e+00,  1.750660e+49,  1.446462e+48,  2.293617e+48,        2.293617e+48,  6.159376e+47,         4,1,0,             1,0,0,   7.115905e-01,  5.610916e+03,    4.23032667e-11,  4.71290323e+01,  1.40530266e+04,1,   1.340244e+02,  4.811464e+03,    1.96923757e-09,  1.03257334e-01,  2.23839906e+02, -1.051568e-01,  3.447265e+00,  0.00000000e+00,  0.00000000e+00,  5.47704099e+10,  3.47891670e+06,1,0
         172,  3.82084116e+02,  1.000000e+00,  2.091365e+00,       4.242297e+48,       3.363638e+47,   0.000000e+00,   0.000000e+00,  8.513547e+01,  0.000000e+00,  2.460255e+01,          -nan,  4.053003e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945761e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111195e+00,     2.111195e+00,  1.999778e+01,  4.242297e+49,  4.242297e+48,  2.009429e+48,        2.009429e+48,  2.121384e+47,  3.000000e+00,  2.540845e+00,  4.591546e-01,  4.112243e+01,  1.488726e-02,                3,            10,  1.000000e-01,    2.091365e+00,  8.223913e-01,     8.223913e-01,  1.558383e+00,  7.034595e+48,  3.363638e+47,  8.553830e+47,        8.553830e+47,  4.514035e+47,         4,1,0,             1,0,0,   7.116594e-01,  5.610957e+03,    4.23054145e-11,  4.71228706e+01,  1.40516649e+04,1,   5.241114e+02,  4.311159e+03,    7.61250347e-09,  1.06100729e-02,  5.72397363e+01, -9.201784e-02,  3.437258e+00,  0.00000000e+00,  0.00000000e+00,  5.47680620e+10,  1.10975885e+06,1,0
         173,  3.81284110e+02,  1.000000e+00,  1.930986e+00,       4.242360e+48,       6.174993e+47,   0.000000e+00,   0.000000e+00,  5.076134e+01,  0.000000e+00,  1.466907e+01,          -nan,  2.416570e+01,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.945628e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.111245e+00,     2.111245e+00,  1.999798e+01,  4.242360e+49,  4.242360e+48,  2.009411e+48,        2.009411e+48,  2.121394e+47,  3.000000e+00,  2.552438e+00,  4.475621e-01,  2.437133e+01,  1.508462e-02,                3,            10,  1.000000e-01,    1.930986e+00,  8.278666e-01,     8.278666e-01,  2.208719e+00,  1.192382e+49,  6.174993e+47,  1.440307e+48,        1.440307e+48,  5.398524e+47,         4,1,0,             1,0,0,   7.116291e-01,  5.610939e+03,    4.23044687e-11,  4.71255841e+01,  1.40522646e+04,1,   2.395709e+02,  4.604648e+03,    3.47318841e-09,  3.93445260e-02,  1.25223890e+02, -9.780242e-02,  3.440378e+00,  0.00000000e+00,  0.00000000e+00,  5.47690973e+10,  2.13462632e+06,1,0
         174,  4.78100142e+02,  1.000000e+00,  1.169356e+02,       4.234705e+48,       2.996929e+44,   0.000000e+00,   0.000000e+00,  1.488189e+03,  0.000000e+00,  4.300586e+02,          -nan,  7.084749e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961798e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105207e+00,     2.105207e+00,  1.997392e+01,  4.234705e+49,  4.234705e+48,  2.011538e+48,        2.011538e+48,  2.120118e+47,  3.000000e+00,  2.185725e+00,  8.142750e-01,  7.100878e+02,  1.014719e-02,                6,            11,  1.000000e-01,    1.169356e+02,  1.463823e+00,     1.463823e+00,  2.332663e-01,  3.504476e+47,  2.996929e+44,  2.394057e+46,        2.394057e+46,  1.502350e+47,         4,1,0,             1,0,0,   7.153410e-01,  5.613171e+03,    4.24192281e-11,  4.67964540e+01,  1.39793463e+04,1,   3.326460e+04,  2.928310e+03,    5.46232406e-07,  8.32805762e-06,  9.01859733e-01,  8.987286e-02,  3.436100e+00,  0.00000000e+00,  0.00000000e+00,  5.35361257e+10,  1.62522080e+06,1,0
         176,  4.76900142e+02,  1.000000e+00,  7.229029e-01,       4.234800e+48,       1.321462e+47,   0.000000e+00,   0.000000e+00,  5.784347e+02,  0.000000e+00,  1.671567e+02,          -nan,  2.753726e+02,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961598e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105282e+00,     2.105282e+00,  1.997421e+01,  4.234800e+49,  4.234800e+48,  2.011512e+48,        2.011512e+48,  2.120134e+47,  3.000000e+00,  2.312348e+00,  6.876524e-01,  2.755867e+02,  1.164770e-02,                6,            11,  1.000000e-01,    7.229029e-01,  9.435977e-01,     9.435977e-01,  4.384175e-01,  9.552885e+47,  1.321462e+47,  1.012390e+47,        1.012390e+47,  2.178947e+47,         4,1,0,             1,0,0,   7.152946e-01,  5.613142e+03,    4.24178019e-11,  4.68005427e+01,  1.39802543e+04,1,   8.784133e+03,  3.369560e+03,    1.32067710e-07,  8.59683352e-05,  3.41524865e+00,  2.315890e-02,  3.436109e+00,  0.00000000e+00,  0.00000000e+00,  5.35380159e+10,  1.80063781e+06,1,0
         177,  4.78685142e+02,  1.000000e+00,  1.169356e+02,       4.234659e+48,       1.879820e+44,   0.000000e+00,   0.000000e+00,  2.207128e+03,  0.000000e+00,  6.378185e+02,          -nan,  1.050737e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961896e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105171e+00,     2.105171e+00,  1.997377e+01,  4.234659e+49,  4.234659e+48,  2.011551e+48,        2.011551e+48,  2.120110e+47,  3.000000e+00,  2.034920e+00,  9.650800e-01,  1.053960e+03,  8.450236e-03,                6,            11,  1.000000e-01,    1.169356e+02,  4.614665e+00,     4.614665e+00,  1.792712e-01,  2.198178e+47,  1.879820e+44,  4.763461e+45,        4.763461e+45,  1.226174e+47,         4,1,0,             1,0,0,   7.153637e-01,  5.613184e+03,    4.24199234e-11,  4.67944607e+01,  1.39789036e+04,1,   5.930589e+04,  2.777410e+03,    9.87746707e-07,  2.93000152e-06,  5.05851910e-01,  1.746494e-01,  3.436100e+00,  0.00000000e+00,  0.00000000e+00,  5.35352024e+10,  1.23552752e+06,1,0
         178,  4.78915142e+02,  1.000000e+00,  1.169356e+02,       4.234641e+48,       1.471080e+44,   0.000000e+00,   0.000000e+00,  2.697045e+03,  0.000000e+00,  7.793951e+02,          -nan,  1.283969e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961935e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105157e+00,     2.105157e+00,  1.997371e+01,  4.234641e+49,  4.234641e+48,  2.011556e+48,        2.011556e+48,  2.120107e+47,  3.000000e+00,  1.943734e+00,  1.056266e+00,  1.286452e+03,  7.418617e-03,                6,            11,  1.000000e-01,    1.169356e+02,  5.465515e+01,     5.465515e+01,  1.569631e-01,  1.720216e+47,  1.471080e+44,  3.147400e+44,        3.147400e+44,  1.095936e+47,         4,1,0,             1,0,0,   7.153726e-01,  5.613190e+03,    4.24201967e-11,  4.67936770e+01,  1.39787295e+04,1,   7.867925e+04,  2.698024e+03,    1.33198616e-06,  1.72832589e-06,  3.81294941e-01,  2.298383e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35348392e+10,  1.07458566e+06,1,0
         180,  4.79250142e+02,  1.000000e+00,  1.169356e+02,       4.234614e+48,       9.309657e+43,   0.000000e+00,   0.000000e+00,  3.831736e+03,  0.000000e+00,  1.107299e+03,          -nan,  1.824156e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961991e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105136e+00,     2.105136e+00,  1.997363e+01,  4.234614e+49,  4.234614e+48,  2.011563e+48,        2.011563e+48,  2.120103e+47,  3.000000e+00,  1.747329e+00,  1.252671e+00,  1.827402e+03,  4.960861e-03,                6,            11,  1.000000e-01,    1.169356e+02,  7.702283e+08,     7.702283e+08,  1.242140e-01,  1.088630e+47,  9.309657e+43,  1.413386e+37,        1.413386e+37,  8.764148e+46,         4,1,0,             1,0,0,   7.153856e-01,  5.613198e+03,    4.24205949e-11,  4.67925355e+01,  1.39784760e+04,1,   1.296924e+05,  2.565010e+03,    2.25507296e-06,  6.63542432e-07,  2.31316595e-01,  3.627523e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35343098e+10,  8.42670330e+05,1,0
         181,  4.78910142e+02,  1.000000e+00,  1.169356e+02,       4.234641e+48,       1.479655e+44,   0.000000e+00,   0.000000e+00,  2.682845e+03,  0.000000e+00,  7.752917e+02,          -nan,  1.277209e+03,          -nan,  1.000000e+00,  1.000000e+00,  0.000000e+00,  8.961934e-01,  0.000000e+00,                1,            15,  1.000000e-01,    1.000000e+00,  2.105157e+00,     2.105157e+00,  1.997371e+01,  4.234641e+49,  4.234641e+48,  2.011556e+48,        2.011556e+48,  2.120107e+47,  3.000000e+00,  1.946010e+00,  1.053990e+00,  1.280494e+03,  7.444756e-03,                6,            11,  1.000000e-01,    1.169356e+02,  4.996599e+01,     4.996599e+01,  1.574496e-01,  1.730243e+47,  1.479655e+44,  3.462842e+44,        3.462842e+44,  1.098919e+47,         4,1,0,             1,0,0,   7.153724e-01,  5.613190e+03,    4.24201908e-11,  4.67936940e+01,  1.39787333e+04,1,   7.816249e+04,  2.699842e+03,    1.32274342e-06,  1.74989385e-06,  3.83815821e-01,  2.284176e-01,  3.436099e+00,  0.00000000e+00,  0.00000000e+00,  5.35348472e+10,  1.07807223e+06,1,0
